ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12341531,JE200841,4/16/2021 8:00,078XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,623,6,6,69,14,1178509,1853112,2021,4/23/2021 16:51,41.75224293,-87.62141084,"(41.75224293, -87.621410836)"
12342721,JE201862,4/16/2021 8:00,046XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,924,9,15,61,14,1165456,1874031,2021,4/23/2021 16:51,41.80993378,-87.66865184,"(41.809933784, -87.668651835)"
12341806,JE201328,4/16/2021 7:56,047XX S LAFLIN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,933,9,20,61,04A,1167135,1873276,2021,4/23/2021 16:51,41.80782618,-87.66251512,"(41.807826181, -87.662515117)"
12341570,JE200848,4/16/2021 7:50,044XX W THOMAS ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1111,11,37,23,08A,1146631,1906960,2021,4/23/2021 16:51,41.90067399,-87.73686096,"(41.900673986, -87.736860963)"
12345464,JE205680,4/16/2021 7:45,046XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,924,9,15,61,14,1165456,1874031,2021,4/23/2021 16:51,41.80993378,-87.66865184,"(41.809933784, -87.668651835)"
12341514,JE200951,4/16/2021 7:45,022XX W DIVISION ST,460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1212,12,2,24,08B,1161104,1907941,2021,4/23/2021 16:51,41.90307749,-87.68367333,"(41.903077492, -87.683673325)"
12341709,JE201196,4/16/2021 7:30,079XX S LA SALLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,623,6,17,44,26,1176654,1852409,2021,4/23/2021 16:51,41.75035573,-87.62822967,"(41.750355734, -87.628229674)"
12341932,JE200900,4/16/2021 7:25,082XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,614,6,21,71,14,,,2021,4/23/2021 16:51,,,
12341793,JE201362,4/16/2021 7:20,047XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,224,2,3,38,14,1179657,1873745,2021,4/23/2021 16:51,41.80883577,-87.6165737,"(41.808835772, -87.616573701)"
12341439,JE200817,4/16/2021 7:15,036XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,912,9,12,59,6,1165613,1880564,2021,4/23/2021 16:51,41.82785772,-87.66789041,"(41.82785772, -87.667890408)"
12341493,JE200822,4/16/2021 7:05,051XX W FOSTER AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1623,16,45,11,08A,1141228,1934096,2021,4/23/2021 16:51,41.97523922,-87.75603554,"(41.975239217, -87.756035543)"
12341448,JE200837,4/16/2021 7:00,068XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,833,8,13,65,14,1150876,1859075,2021,4/23/2021 16:51,41.76918923,-87.72251939,"(41.769189228, -87.722519389)"
12341747,JE201187,4/16/2021 7:00,018XX N NEW ENGLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2513,25,29,25,11,1130139,1911409,2021,4/23/2021 16:51,41.91318131,-87.79733603,"(41.913181308, -87.797336032)"
12341701,JE200875,4/16/2021 7:00,097XX S MERRION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,431,4,7,51,14,1192686,1840712,2021,4/23/2021 16:51,41.71788255,-87.5698622,"(41.717882545, -87.569862197)"
12345285,JE205410,4/16/2021 7:00,034XX N SHEFFIELD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PARKING LOT / GARAGE / OTHER PROPERTY,FALSE,FALSE,1924,19,44,6,14,1169002,1922862,2021,4/23/2021 16:51,41.9438537,-87.65422848,"(41.943853698, -87.654228484)"
12341474,JE200825,4/16/2021 7:00,048XX W WASHINGTON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1532,15,28,25,08B,1144008,1900064,2021,4/23/2021 16:51,41.8818002,-87.74666869,"(41.881800201, -87.746668692)"
12341442,JE200815,4/16/2021 6:55,067XX S CORNELL AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,332,3,5,43,08A,1188363,1860651,2021,4/23/2021 16:51,41.77270119,-87.58506036,"(41.772701185, -87.585060362)"
12343738,JE200833,4/16/2021 6:50,006XX N ST LOUIS AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1121,11,27,23,08B,1152933,1904102,2021,4/23/2021 16:51,41.89270879,-87.71378898,"(41.892708787, -87.713788982)"
12341520,JE200814,4/16/2021 6:49,015XX N LATROBE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2532,25,37,25,08B,1141083,1909819,2021,4/23/2021 16:51,41.90862345,-87.75716883,"(41.908623454, -87.757168825)"
12342457,JE201978,4/16/2021 6:48,067XX W BELDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2512,25,29,18,14,1131387,1914336,2021,4/23/2021 16:51,41.92119187,-87.79268328,"(41.921191871, -87.792683277)"
12341521,JE200939,4/16/2021 6:30,049XX W FLETCHER ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2521,25,31,19,6,1142794,1920487,2021,4/23/2021 16:51,41.93786584,-87.75061705,"(41.937865835, -87.750617051)"
12346301,JE206582,4/16/2021 6:30,047XX S KEDZIE AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,922,9,14,58,5,1155836,1873114,2021,4/24/2021 16:58,41.80761617,-87.70396147,"(41.807616165, -87.703961465)"
12341475,JE200836,4/16/2021 6:17,045XX W CONGRESS PKWY,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,1131,11,28,26,08A,1146263,1897306,2021,4/23/2021 16:51,41.87418932,-87.73845848,"(41.874189322, -87.738458484)"
12345525,JE205796,4/16/2021 6:00,006XX W 43RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,925,9,11,61,14,1172534,1876382,2021,4/23/2021 16:51,41.81623201,-87.64262151,"(41.816232005, -87.642621508)"
12342529,JE202108,4/16/2021 6:00,066XX S SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,831,8,17,66,26,1157523,1860541,2021,4/23/2021 16:51,41.77308003,-87.69811469,"(41.773080029, -87.698114688)"
12341533,JE200842,4/16/2021 6:00,078XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,611,6,17,71,14,1166371,1852799,2021,4/23/2021 16:51,41.75165102,-87.6659002,"(41.751651017, -87.665900202)"
12342825,JE200794,4/16/2021 5:58,016XX W 82ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,614,6,21,71,14,1166637,1850331,2021,4/23/2021 16:51,41.74487281,-87.66499568,"(41.744872809, -87.664995684)"
12343799,JE203589,4/16/2021 5:53,054XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,233,2,5,41,14,1184722,1869553,2021,4/23/2021 16:51,41.79721519,-87.59812808,"(41.797215185, -87.598128078)"
12341410,JE200790,4/16/2021 5:49,069XX S JEFFERY BLVD,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,FALSE,TRUE,331,3,5,43,04B,1190741,1859415,2021,4/23/2021 16:51,41.7692524,-87.57638328,"(41.769252398, -87.576383281)"
12341409,JE200781,4/16/2021 5:40,012XX W 71ST ST,320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,FALSE,FALSE,734,7,6,67,3,1169389,1857704,2021,4/23/2021 16:51,41.7650462,-87.65469885,"(41.765046204, -87.654698848)"
12341768,JE200786,4/16/2021 5:40,003XX W 117TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,522,5,34,53,08B,1176301,1827345,2021,4/23/2021 16:51,41.68158461,-87.63027321,"(41.681584609, -87.630273213)"
12341403,JE200785,4/16/2021 5:35,038XX W ADAMS ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1122,11,28,26,08A,1150830,1898737,2021,4/23/2021 16:51,41.87802807,-87.72165297,"(41.878028065, -87.721652966)"
12341748,JE201243,4/16/2021 5:30,061XX S NORMANDY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,812,8,13,64,14,1132797,1863053,2021,4/23/2021 16:51,41.78043884,-87.78869758,"(41.78043884, -87.788697584)"
12341413,JE200792,4/16/2021 5:30,060XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),TRUE,FALSE,825,8,16,66,26,1161406,1864529,2021,4/23/2021 16:51,41.78394407,-87.68377006,"(41.783944066, -87.683770059)"
12341412,JE200793,4/16/2021 5:23,073XX S EMERALD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,732,7,6,68,08B,1172570,1856234,2021,4/23/2021 16:51,41.76094288,-87.64308281,"(41.760942883, -87.643082808)"
12341415,JE200791,4/16/2021 5:15,024XX W EASTWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1911,19,47,4,6,1159244,1930759,2021,4/23/2021 16:51,41.96573005,-87.68987641,"(41.965730052, -87.689876413)"
12341402,JE200778,4/16/2021 5:05,008XX N KEDZIE AVE,330,ROBBERY,AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1121,11,27,23,3,1154891,1905271,2021,4/23/2021 16:51,41.89587761,-87.70656663,"(41.895877613, -87.706566627)"
12341921,JE201539,4/16/2021 5:00,020XX N KEELER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2522,25,35,20,6,1148051,1913280,2021,4/23/2021 16:51,41.91798949,-87.73148229,"(41.917989488, -87.731482285)"
12341527,JE200996,4/16/2021 4:38,006XX W SURF ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1934,19,44,6,14,1171561,1919607,2021,4/23/2021 16:51,41.93486583,-87.64491893,"(41.934865833, -87.64491893)"
12341449,JE200823,4/16/2021 4:16,001XX W 87TH ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,622,6,21,44,6,1176740,1847273,2021,4/23/2021 16:51,41.73625998,-87.62806878,"(41.736259984, -87.628068782)"
12341394,JE200771,4/16/2021 4:10,043XX N CENTRAL AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1624,16,38,15,6,1138223,1928483,2021,4/23/2021 16:51,41.95989168,-87.7672225,"(41.959891679, -87.767222504)"
12343471,JE202809,4/16/2021 4:10,021XX W WILSON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1911,19,47,4,6,1161092,1930521,2021,4/23/2021 16:51,41.96503869,-87.68308834,"(41.965038685, -87.683088337)"
12341789,JE201233,4/16/2021 4:03,004XX N CENTRAL AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,FALSE,TRUE,1523,15,37,25,26,1138961,1902437,2021,4/23/2021 16:51,41.8884052,-87.76514374,"(41.888405196, -87.765143739)"
12342433,JE201134,4/16/2021 4:00,038XX W 58TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,822,8,23,62,14,1151832,1865540,2021,4/23/2021 16:51,41.78691152,-87.71884576,"(41.786911516, -87.718845761)"
12342888,JE202562,4/16/2021 4:00,082XX S DREXEL AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,631,6,8,44,6,1183667,1850603,2021,4/23/2021 16:51,41.7452393,-87.60258729,"(41.745239296, -87.602587289)"
12341425,JE200773,4/16/2021 4:00,001XX N MASON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,1512,15,29,25,26,1136750,1900418,2021,4/23/2021 16:51,41.88290468,-87.77331184,"(41.882904681, -87.773311839)"
12341376,JE200769,4/16/2021 4:00,009XX N KEELER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1111,11,37,23,08B,1148205,1906147,2021,4/23/2021 16:51,41.89841285,-87.73110048,"(41.898412853, -87.731100475)"
12341856,JE201383,4/16/2021 4:00,056XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1512,15,29,25,14,1138831,1901454,2021,4/23/2021 16:51,41.88571008,-87.76564503,"(41.88571008, -87.765645034)"
12341351,JE200768,4/16/2021 3:55,017XX N HUMBOLDT BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1421,14,1,24,6,1156103,1911456,2021,4/23/2021 16:51,41.91282541,-87.701948,"(41.91282541, -87.701947996)"
12342293,JE200938,4/16/2021 3:48,004XX W OAKDALE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER (SPECIFY),FALSE,FALSE,1934,19,44,6,5,1172815,1919880,2021,4/23/2021 16:51,41.93558723,-87.64030238,"(41.935587232, -87.640302384)"
12341364,JE200766,4/16/2021 3:45,013XX W 82ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,FALSE,613,6,21,71,04A,1169004,1850395,2021,4/23/2021 16:51,41.74499766,-87.6563208,"(41.744997657, -87.656320801)"
12341386,JE200775,4/16/2021 3:40,042XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2534,25,37,23,14,1147993,1907665,2021,4/23/2021 16:51,41.90258249,-87.73184005,"(41.902582485, -87.731840051)"
12341466,JE200764,4/16/2021 3:35,032XX S ASHLAND AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,912,9,12,59,08B,1166193,1883285,2021,4/23/2021 16:51,41.83531208,-87.66568487,"(41.835312075, -87.665684868)"
12341498,JE200896,4/16/2021 3:30,079XX S ELLIS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,624,6,8,44,7,1184267,1852664,2021,4/23/2021 16:51,41.75088089,-87.60032448,"(41.750880891, -87.600324481)"
12341401,JE200774,4/16/2021 3:24,041XX N MOBILE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1624,16,38,15,08B,1133617,1926830,2021,4/23/2021 16:51,41.95543793,-87.78419551,"(41.95543793, -87.784195514)"
12341668,JE200940,4/16/2021 3:15,019XX E 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,333,3,5,43,08B,1190533,1858250,2021,4/23/2021 16:51,41.76606057,-87.57718324,"(41.766060565, -87.577183241)"
12341432,JE200767,4/16/2021 3:01,014XX N LAKE SHORE DR,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,FALSE,FALSE,1824,18,43,8,26,1176800,1910080,2021,4/23/2021 16:51,41.90860635,-87.62595452,"(41.908606347, -87.625954515)"
12342495,JE201390,4/16/2021 3:00,022XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,HOTEL / MOTEL,FALSE,FALSE,132,1,4,33,08B,1178866,1889450,2021,4/23/2021 16:51,41.85194955,-87.61899592,"(41.851949553, -87.618995915)"
12341489,JE200891,4/16/2021 3:00,003XX W 117TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,522,5,34,53,6,1176162,1827341,2021,4/23/2021 16:51,41.68157674,-87.63078215,"(41.681576744, -87.630782147)"
12341804,JE200757,4/16/2021 3:00,029XX E 78TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,FALSE,TRUE,421,4,7,43,7,1196964,1853901,2021,4/23/2021 16:51,41.75396905,-87.55375632,"(41.753969054, -87.553756323)"
12341342,JE200752,4/16/2021 2:48,060XX N TRIPP AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1711,17,39,12,6,1146912,1940050,2021,4/23/2021 16:51,41.99147038,-87.73498035,"(41.991470375, -87.734980353)"
12341378,JE200758,4/16/2021 2:45,032XX W DIVERSEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1412,14,35,22,14,1154104,1918434,2021,4/23/2021 16:51,41.93201376,-87.70910526,"(41.932013763, -87.709105257)"
12341380,JE200751,4/16/2021 2:44,021XX N KENNETH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,2522,25,36,20,08B,1146369,1913943,2021,4/23/2021 16:51,41.91984105,-87.73764518,"(41.919841051, -87.737645183)"
12341358,JE200755,4/16/2021 2:39,011XX W 107TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2234,22,34,75,14,1170795,1833514,2021,4/23/2021 16:51,41.69863487,-87.6502491,"(41.698634871, -87.650249104)"
12341453,JE200748,4/16/2021 2:37,111XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,TRUE,FALSE,2234,22,34,75,15,1166985,1830593,2021,4/23/2021 16:51,41.69070123,-87.66428259,"(41.690701233, -87.664282585)"
12342192,JE200772,4/16/2021 2:35,077XX S YATES BLVD,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,421,4,7,43,6,1193541,1854131,2021,4/23/2021 16:51,41.75468462,-87.56629269,"(41.75468462, -87.566292693)"
12345847,JE205512,4/16/2021 2:35,067XX N NEWGARD AVE,820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,2432,24,49,1,6,,,2021,4/23/2021 16:51,,,
12341344,JE200754,4/16/2021 2:35,040XX W LAWRENCE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1712,17,39,14,6,1148714,1931595,2021,4/23/2021 16:51,41.96823457,-87.72857162,"(41.968234567, -87.728571616)"
12341366,JE200762,4/16/2021 2:30,003XX S STATE ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,113,1,4,32,08B,1176426,1898874,2021,4/23/2021 16:51,41.87786497,-87.62766695,"(41.877864969, -87.627666954)"
12342570,JE202158,4/16/2021 2:30,092XX S HALSTED ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2223,22,21,73,26,1172607,1843368,2021,4/23/2021 16:51,41.72563607,-87.64332531,"(41.725636068, -87.643325309)"
12341451,JE200776,4/16/2021 2:30,058XX S HAMLIN AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,FALSE,TRUE,822,8,23,62,04B,1152035,1865718,2021,4/23/2021 16:51,41.78739599,-87.71809677,"(41.787395992, -87.718096774)"
12341374,JE200770,4/16/2021 2:30,016XX N CENTRAL AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2531,25,29,25,08B,1138802,1910378,2021,4/23/2021 16:51,41.91019915,-87.76553465,"(41.910199154, -87.765534645)"
12341490,JE200914,4/16/2021 2:24,004XX W BARRY AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,FALSE,FALSE,1934,19,44,6,26,1172724,1920656,2021,4/23/2021 16:51,41.93771862,-87.64061377,"(41.937718623, -87.640613767)"
12341387,JE200742,4/16/2021 2:15,010XX W 68TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,724,7,6,68,08B,1170616,1859728,2021,4/23/2021 16:51,41.77057366,-87.65014261,"(41.770573659, -87.650142611)"
12341348,JE200735,4/16/2021 2:10,022XX W MAYPOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1223,12,27,28,14,1161251,1900967,2021,4/23/2021 16:51,41.88393721,-87.68332743,"(41.883937205, -87.683327432)"
12341404,JE200737,4/16/2021 2:04,033XX E 106TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,432,4,10,52,3,1200283,1835269,2021,4/23/2021 16:51,41.70275825,-87.54222114,"(41.702758254, -87.542221143)"
12341434,JE200828,4/16/2021 2:00,015XX W 82ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,614,6,21,71,14,1167656,1850358,2021,4/23/2021 16:51,41.74492512,-87.66126114,"(41.744925121, -87.661261142)"
12343856,JE203616,4/16/2021 2:00,023XX S RIDGEWAY AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1013,10,22,30,26,1151739,1888286,2021,4/23/2021 16:51,41.84933149,-87.71859009,"(41.849331489, -87.71859009)"
12342772,JE200744,4/16/2021 2:00,128XX S PARNELL AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,523,5,9,53,6,1174976,1819848,2021,4/23/2021 16:51,41.6610412,-87.63534571,"(41.661041197, -87.635345708)"
12342126,JE200730,4/16/2021 1:56,001XX W 103RD PL,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,34,49,08A,1177128,1836325,2021,4/23/2021 16:51,41.70620848,-87.62697639,"(41.706208483, -87.626976388)"
12341369,JE200736,4/16/2021 1:54,0000X E WACKER DR,461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",HOTEL / MOTEL,TRUE,TRUE,111,1,42,32,04B,1177009,1902589,2021,4/23/2021 16:51,41.88804596,-87.62541383,"(41.888045958, -87.625413826)"
12341382,JE200727,4/16/2021 1:50,078XX S KEELER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,834,8,18,70,14,1149876,1852481,2021,4/23/2021 16:51,41.75111361,-87.72635551,"(41.751113607, -87.726355514)"
12341346,JE200732,4/16/2021 1:45,018XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1424,14,1,24,14,1163682,1909589,2021,4/23/2021 16:51,41.90754576,-87.67415732,"(41.907545758, -87.674157318)"
12341347,JE200728,4/16/2021 1:40,053XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2532,25,37,25,08B,1140604,1910121,2021,4/23/2021 16:51,41.90946099,-87.75892104,"(41.909460992, -87.758921035)"
12341355,JE200724,4/16/2021 1:38,041XX N CLARENDON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,1915,19,46,3,08B,1170182,1927447,2021,4/23/2021 16:51,41.95640937,-87.64975697,"(41.95640937, -87.649756969)"
12341578,JE200971,4/16/2021 1:20,074XX S INGLESIDE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,323,3,8,69,08A,1183850,1855892,2021,4/23/2021 16:51,41.75974859,-87.60175197,"(41.759748589, -87.601751966)"
12341422,JE200726,4/16/2021 1:18,066XX S BELL AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,832,8,16,66,6,1162545,1860631,2021,4/23/2021 16:51,41.77322374,-87.67970267,"(41.773223738, -87.679702672)"
12341330,JE200723,4/16/2021 1:04,010XX W MONTROSE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1913,19,46,3,08B,1168515,1929384,2021,4/23/2021 16:51,41.96176089,-87.65582896,"(41.961760892, -87.655828955)"
12343572,JE203224,4/16/2021 1:00,013XX N LAVERGNE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2533,25,37,25,08A,1142792,1908377,2021,4/23/2021 16:51,41.90463477,-87.75092667,"(41.904634773, -87.750926672)"
12341373,JE200717,4/16/2021 1:00,020XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,132,1,3,33,6,1177528,1890620,2021,4/23/2021 16:51,41.85519055,-87.6238712,"(41.855190551, -87.623871195)"
12341390,JE200716,4/16/2021 1:00,014XX S KARLOV AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1011,10,24,29,7,1149283,1892807,2021,4/23/2021 16:51,41.86178557,-87.7274869,"(41.861785566, -87.727486904)"
12341392,JE200738,4/16/2021 1:00,011XX W RANDOLPH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,GOVERNMENT BUILDING / PROPERTY,FALSE,FALSE,1224,12,27,28,14,1169036,1901193,2021,4/23/2021 16:51,41.884392,-87.65473368,"(41.884391999, -87.654733683)"
12341365,JE200722,4/16/2021 1:00,036XX W CHICAGO AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1112,11,27,23,08B,1152155,1905098,2021,4/23/2021 16:51,41.89545729,-87.71661999,"(41.895457291, -87.716619992)"
12342668,JE202389,4/16/2021 1:00,007XX E 43RD ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,214,2,4,38,6,1181953,1876664,2021,4/23/2021 16:51,41.81679288,-87.60806218,"(41.816792881, -87.608062183)"
12341362,JE200712,4/16/2021 0:50,033XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,211,2,4,35,08A,1179466,1882638,2021,4/23/2021 16:51,41.83324324,-87.61700231,"(41.833243239, -87.61700231)"
12341377,JE200714,4/16/2021 0:50,070XX S ASHLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,735,7,17,67,26,1166897,1858031,2021,4/23/2021 16:51,41.76599713,-87.66382344,"(41.765997125, -87.66382344)"
12341352,JE200709,4/16/2021 0:40,002XX N KILBOURN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1113,11,28,26,08B,1146355,1900818,2021,4/23/2021 16:51,41.88382491,-87.73803126,"(41.883824914, -87.738031259)"
12341939,JE200942,4/16/2021 0:33,003XX S CANAL ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CONSTRUCTION SITE,FALSE,FALSE,121,1,42,28,14,1173190,1898749,2021,4/23/2021 16:51,41.87759436,-87.63955234,"(41.877594356, -87.639552342)"
12341282,JE200705,4/16/2021 0:32,088XX S BUFFALO AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,FALSE,FALSE,424,4,10,46,15,1199578,1847019,2021,4/23/2021 16:51,41.73501897,-87.54440835,"(41.735018967, -87.544408349)"
